celltypes,interaction,zscores,order,log2_mean_CPDB,pvalue_CPDB
E105_2_Hepatoblast|E105_1_Late erythroid,SHBG_CLDN4,8.22320159074425,1,2.192,0
E105_2_Hepatoblast|E105_1_Mono-Mac,C3_C3AR1,8.14070312659753,2,1.409,0
E105_1_Mono-Mac|E105_1_Mono-Mac,CCL3_CCR5,7.9539011337703,3,3.071,0
E105_2_Hepatoblast|E105_2_MkP,F2_F2RL2,7.90346178370264,4,5.687,0
E105_2_Hepatoblast|E105_2_MkP,F2_GP9,7.8768659117301,5,7.316,0
E105_2_Hepatoblast|E105_2_MkP,F12_GP1BA,7.8756391396798,6,1.548,0
E105_2_Hepatoblast|E105_2_MkP,F2_GP1BA,7.84602923658279,7,2.842,0
E105_1_Late erythroid|E105_1_Mono-Mac,ICAM4_ITGAL,7.83833461221985,8,7.964,0
E105_2_Hepatoblast|E105_2_MkP,F2_F2RL3,7.78282882080643,9,3.155,0
E105_2_Hepatoblast|E105_2_MkP,F2_ITGA2B,7.70357808621979,10,6.599,0
E105_1_Late erythroid|E105_1_Late erythroid,RHAG_ICAM4,7.68744697183595,11,10.372,0
E105_2_Endothelial 2 (Vwf, Procr, Foxc2, Cav1)|E105_1_Late erythroid,EDN1_KEL,7.56237572703624,12,4.218,0
E105_1_Late erythroid|E105_2_MkP,ICAM4_ITGA2B,7.54437627189203,13,11.202,0
E105_1_Mono-Mac|E105_1_Cd34Csf1r+ 1,CCL24_CCR2,7.50790054745031,14,2.276,0
E105_2_Hepatoblast|E105_1_Cd34+Csf1r-,ADM2_RAMP1,7.46441956758012,15,4.838,0
E105_1_Mono-Mac|E105_1_Mono-Mac,CCL23_CCR1,7.46086962566651,16,2.581,0
E105_2_Hepatoblast|E105_2_MkP,FGG_ITGA2B,7.45444297093432,17,10.577,0
E105_2_Hepatoblast|E105_2_MkP,F2_GP1BB,7.43207867452443,18,2.665,0
E105_2_MkP|E105_2_Hepatoblast,Glycoprotein Ib  complex_F2,7.43207867452443,19,2.665,0
E105_2_Hepatoblast|E105_1_Late erythroid,LGALS3BP_VANGL1,7.35425655584236,20,2.411,0
E105_1_Mono-Mac|E105_1_Mono-Mac,CCL3_CCR1,7.29041259246747,21,2.426,0
E105_2_Hepatoblast|E105_1_Cd34+Csf1r-,MIF_CXCR4,7.25870080853859,22,41.441,0
E105_2_Liver fibroblasts|E105_1_Mono-Mac,DCN_TLR2,7.25500395082486,23,6.124,0
E105_1_Cd34+Csf1r-|E105_2_MkP,CALR_ITGA2B,7.2481279316043,24,44.396,0
E105_2_MkP|E105_2_Endothelial 3 (Gja5, Npr3, LSEC-like),CXCL6_ACKR1,7.19261617201887,25,1.614,0
E105_1_Mono-Mac|E105_1_Mono-Mac,C1QB_LRP1,7.13462999071708,26,11.076,0
E105_2_Hepatoblast|E105_1_Mono-Mac,SERPINA1_LRP1,7.08891827448688,27,4.744,0
E105_2_Hepatoblast|E105_1_Mono-Mac,SERPINC1_LRP1,7.08266364949528,28,4.165,0
E105_2_Hepatoblast|E105_1_Cd34+Csf1r-,APOB_OLR1,7.00626369761247,29,2.301,0
E105_2_Hepatoblast|E105_1_Mono-Mac,LIPC_LRP1,6.99415782561919,30,1.595,0
E105_2_Liver fibroblasts|E105_2_MkP,COL1A1_GP6,6.97580359210396,31,10.232,0
E105_1_Mono-Mac|E105_2_Hepatoblast,FcRn complex_ALB,6.9566875374249,32,15.232,0
E105_2_Hepatoblast|E105_2_MkP,FGB_ITGA2B,6.93933336280898,33,15.694,0
